Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
25/06/2020 00:00,No further assistance,,,,,,,,,,,
25/06/2020 00:00,Referral to LWSS,LS16 5,Kirkstall,,,,,,,,,
25/06/2020 00:00,Referral to LWSS,LS9 0,Temple Newsam,,,,,,,,,
25/06/2020 00:00,Shielded Cohort - Inbound,LS28 5,Calverley & Farsley,,,,,,,,,
25/06/2020 00:00,Shielded Cohort - Inbound,LS19 7,Otley & Yeadon,,,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS17 5,Alwoodley,,,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,,Weetwood,Food parcel,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 7,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS6 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS27 9,Morley South,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 2,Armley,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 8,Beeston & Holbeck,Food parcel,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS7 2,Chapel Allerton,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 3,Farnley & Wortley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,WF3 1,Ardsley & Robin Hood,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 2,Armley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 7,Hunslet & Riverside,"Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS1 1,Little London & Woodhouse,,,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS25 1,Garforth & Swillington,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS13 2,Bramley & Stanningley,"Food parcel|Fuel top up (pre-payment meter only|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS2 9,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 6,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS27 7,Morley North,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS11 7,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 3,Armley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS8 1,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS6 4,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS18 4,Horsforth,Food parcel,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,WF3 1,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS12 3,Farnley & Wortley,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS16 5,Kirkstall,Food parcel,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,1st Request - Assistance Required,LS7 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS16 6,Weetwood,Baby products,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS12 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS28 7,Pudsey,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS14 6,Killingbeck & Seacroft,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS28 7,Pudsey,,,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS12 1,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 6,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS12 2,Armley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS28 7,Pudsey,,,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS26 8,Garforth & Swillington,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS12 3,Armley,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,2nd Request - Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS11 7,Hunslet & Riverside,,,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS17 5,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS17 6,Moortown,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS27 0,Morley South,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS8 5,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS9 0,Burmantofts & Richmond Hill,,,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS2 9,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,3rd Request - Assistance Required,LS11 0,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS26 8,Rothwell,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS12 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS9 6,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,4th Request - Assistance Required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS17 5,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS28 7,Pudsey,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS14 2,Cross Gates & Whinmoor,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS27 0,Morley South,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS10 3,Middleton Park,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS8 2,Roundhay,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS15 8,Cross Gates & Whinmoor,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS15 7,Temple Newsam,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS10 2,Hunslet & Riverside,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS17 5,Alwoodley,Food parcel,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS28 8,Pudsey,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS12 3,Farnley & Wortley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS28 7,Pudsey,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS12 1,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 7,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS22 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS22 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS9 9,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS22 6,Wetherby,,,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS22 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS7 3,Chapel Allerton,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 0,Beeston & Holbeck,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 0,Beeston & Holbeck,,,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS17 5,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS14 6,Killingbeck & Seacroft,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS11 0,Beeston & Holbeck,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS12 3,Armley,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS13 4,Pudsey,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS26 8,Rothwell,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS12 4,Farnley & Wortley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS9 6,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
24/06/2020 00:00,Assistance required - non eligibility,LS16 8,Adel & Wharfedale,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
